author,meanCompound,postCount,majorityLabel
dreamwieber.bsky.social,-0.2359,1,negative
dreembarge.bsky.social,-0.2732,1,negative
drejoanneliu.bsky.social,0.0,1,neutral
drekarbt.bsky.social,0.0516,1,positive
drewdat.bsky.social,0.0,1,neutral
drewjudge.bsky.social,0.4215,1,positive
drewsky.app,0.5719,1,positive
drewwiz.bsky.social,0.4667,1,positive
drf5n.bsky.social,-0.3532,1,negative
drgdave.bsky.social,0.0,1,neutral
drgeophysics.bsky.social,-0.7579,1,negative
drgibbreads.bsky.social,-0.5859,1,negative
drgigib.bsky.social,0.0,1,neutral
drgirlfriendx.bsky.social,0.0031,1,neutral
drgk1.bsky.social,-0.3825,2,negative
drglatin.bsky.social,0.0,1,neutral
drgmp.bsky.social,0.0516,1,positive
drgrahamwalker.com,0.5267,1,positive
drharmony.net,0.0,1,neutral
drhaup.bsky.social,0.0852,3,positive
drhedyfunkenstein.bsky.social,-0.63185,2,negative
drhello.bsky.social,-0.1027,1,negative
drianweissman.bsky.social,0.2084,3,positive
drinfosec.bsky.social,0.0,1,neutral
drip4.bsky.social,0.7351,1,positive
drjekyllhj7.bsky.social,0.0,1,neutral
drjenirwin.bsky.social,0.0,1,neutral
drjhary.bsky.social,-0.2732,1,negative
drjohnaquino.medsky.social,0.0258,1,neutral
drjudystone.bsky.social,0.2714,1,positive
drkaz.bsky.social,0.0258,1,neutral
drkcarrutherst.bsky.social,0.0,1,neutral
drkimm.bsky.social,-0.5267,1,negative
drlaurahaynes.bsky.social,-0.6426999999999999,2,negative
drmel.bsky.social,-0.6486,1,negative
drmelalexa.bsky.social,-0.2023,1,negative
drmicheldee.bsky.social,-0.3818,1,negative
drnotta.bsky.social,0.2997,2,positive
drode.bsky.social,0.6369,1,positive
dromanma1018.bsky.social,-0.7461,1,negative
dropthet.bsky.social,0.0772,1,positive
drphiloponus.bsky.social,0.0,2,neutral
drrylandgrace.bsky.social,0.3612,1,positive
drskyskull.bsky.social,0.5574,1,positive
drsmith.bsky.social,0.1067625,8,positive
drsmutt.bsky.social,-0.6428,1,negative
drsparklefairy.bsky.social,0.0258,1,neutral
drsurekhadavies.bsky.social,-0.12510000000000002,2,negative
drtedros.who.int,0.5106,1,positive
drunkenlemur.bsky.social,-0.1154,1,negative
drwambsgans.bsky.social,0.8297,1,positive
drwhofan1.bsky.social,0.3612,1,positive
dsilsby.bsky.social,0.0,1,neutral
dtf1947.bsky.social,0.0,1,neutral
dtmedic659.bsky.social,0.0,1,neutral
dub273.bsky.social,-0.5574,1,negative
duchess-van-hoof.bsky.social,0.0,1,neutral
ducksandall.bsky.social,-0.5267,1,negative
duffsix.bsky.social,0.5859,1,positive
duggnutt.bsky.social,-0.1366,2,negative
dummyhereuwu.bsky.social,-0.4767,1,negative
dunc99.bsky.social,0.0,1,neutral
duncanrobertson.bsky.social,0.0,1,neutral
duncanweldon.bsky.social,0.10115,2,positive
dundee1984.bsky.social,0.296,1,positive
dunnoreally.bsky.social,0.1027,1,positive
dunring.com,-0.05135,2,neutral
dunsworth.bsky.social,-0.4389,1,negative
dupuisj.bsky.social,0.064,2,positive
durkmenistan.bsky.social,-0.8316,1,negative
duro59.bsky.social,0.0,1,neutral
dustinducane.bsky.social,0.0,1,neutral
dustwords.bsky.social,-0.8811,1,negative
dustyabs.bsky.social,0.0037,1,neutral
dustyenigma.bsky.social,0.0,1,neutral
dutchben.bsky.social,0.0,1,neutral
dutchmaninde.eurosky.social,0.13015000000000002,2,negative
dutchscientist.bsky.social,0.0,1,neutral
dutchtreat.bsky.social,0.036566666666666664,3,positive
duxpacis.bsky.social,-0.08143333333333332,3,positive
duxsi.bsky.social,0.0772,1,positive
dvbuck.bsky.social,-0.4404,1,negative
dvdbutler.bsky.social,-0.0014799999999999924,5,positive
dvjackson23.bsky.social,0.0,1,neutral
dwblue.bsky.social,-0.0854,2,negative
dwdingus.bsky.social,0.18255,2,neutral
dwippo.bsky.social,0.8906,1,positive
dwolf4.bsky.social,-0.7964,1,negative
dwpete.bsky.social,0.2233,2,neutral
dwsheridan.bsky.social,-0.07209999999999998,3,positive
dxmnkd316.bsky.social,-0.5423,1,negative
dylanmichel.bsky.social,-0.2023,1,negative
dylosaurus.bsky.social,0.296,1,positive
dynamitefuzz.bsky.social,0.0,1,neutral
dynastysnarker.bsky.social,0.8647,1,positive
dystopian-utopia.bsky.social,-0.7543,1,negative
e-m-forster.bsky.social,-0.6486,1,negative
e42.bsky.social,0.0,1,neutral
eagleowlsheila.bsky.social,0.6385000000000001,3,positive
earth-muffin.bsky.social,-0.6113,1,negative
earthenergyhealing.bsky.social,0.2593,1,positive
eastgermanboom.bsky.social,0.306,2,positive
eastofbarrie.bsky.social,0.5574,1,positive
easybakedoven.bsky.social,0.0,2,neutral
eawinick.bsky.social,-0.296,1,negative
eb99.bsky.social,-0.0826,1,negative
ebadofsky.bsky.social,0.2263,1,positive
ebastian.bsky.social,-0.5154,2,negative
eberhardt1.bsky.social,-0.2263,1,negative
ebolaphone.bsky.social,0.0,1,neutral
ebravedberg.bsky.social,0.3102,1,positive
ebrillblaiddes.bsky.social,0.1511,1,positive
ebrown2112.bsky.social,-0.0258,2,neutral
ec-listening.bsky.social,0.0,1,neutral
ecdc.europa.eu,-0.16766060606060607,33,negative
ecgrimm.bsky.social,-0.2732,1,negative
echo4.bsky.social,0.6124,1,positive
eckerleisabella.bsky.social,-0.05021250000000002,8,positive
ecksearoh.bsky.social,-0.7184,1,negative
ecocentroid.bsky.social,0.47550000000000003,2,positive
ecoevo.io,0.0,1,neutral
econanalytica.bsky.social,0.0,2,neutral
ecoprairiepainter.bsky.social,-0.21042,5,neutral
ectosage.bsky.social,0.0,1,neutral
ed4words.bsky.social,-0.9643,1,negative
edburmila.bsky.social,0.0085,2,neutral
edde.eurosky.social,-0.765,1,negative
eddie0028.bsky.social,-0.4311,2,neutral
eddiedeoliveira.bsky.social,-0.21620000000000003,3,negative
eddiekan.bsky.social,-0.8553,1,negative
eddiethebulldog.bsky.social,0.0,1,neutral
eddietheteacher.bsky.social,0.0,1,neutral
eddwilson.bsky.social,0.5567,2,positive
eddysalamanca.bsky.social,0.7964,1,positive
edenzer.bsky.social,0.5859,1,positive
edgelost.bsky.social,-0.5267,1,negative
edgeoforever.bsky.social,0.0,2,neutral
edisoncarter23.bsky.social,-0.20095,2,negative
editr.bsky.social,0.5719,1,positive
edjohnson21.bsky.social,0.6369,2,positive
edmondfrost.bsky.social,-0.2732,1,negative
edmondm.bsky.social,0.24695,2,neutral
edoggthered.bsky.social,0.0,1,neutral
edon91.bsky.social,0.35082,5,positive
edr3232.bsky.social,0.0,1,neutral
edrybicki.bsky.social,0.026,6,neutral
edsbs.bsky.social,-0.25144999999999995,2,negative
edscouse.bsky.social,0.2732,1,positive
educ8tusall.bsky.social,0.0,1,neutral
educatedunhoused.bsky.social,-0.395,1,negative
eean.dev,-0.7184,1,negative
eeeepydoofuspanda.bsky.social,0.3612,1,positive
eekyrich.bsky.social,-0.3182,1,negative
eeyorecostanza.bsky.social,0.431,1,positive
effyouceekaymaga.bsky.social,0.4588,1,positive
efndee.bsky.social,-0.4767,1,negative
efua.bsky.social,-0.4449,1,negative
eggczar.bsky.social,0.0,1,neutral
eh61.bsky.social,-0.0516,1,negative
ehdem.bsky.social,-0.4767,1,negative
ehllephe.bsky.social,0.0,1,neutral
eichhoernchenliebe.bsky.social,0.0,1,neutral
eidgsanpol.bsky.social,0.5473,1,positive
eigerjoch.bsky.social,-0.64435,2,negative
eightball.bsky.social,-0.0772,1,negative
eikonos.bsky.social,-0.5994,1,negative
eks08.bsky.social,0.5423,1,positive
el-condor-pasa.bsky.social,-0.39935,4,negative
el-gran-rosamondo.bsky.social,-0.07706666666666667,3,neutral
el-phantasmo.bsky.social,-0.4215,1,negative
elasticogomez.bsky.social,-0.296,1,negative
elayne1948.bsky.social,0.04643750000000001,8,positive
elayneoforegon.bsky.social,0.039599999999999996,2,positive
elda64.bsky.social,-0.9331,1,negative
eldercleavage.bsky.social,-0.657,1,negative
elderoftheuniverse.bsky.social,-0.8074,1,negative
eleanorrigbyatx.bsky.social,-0.5719,1,negative
electproject.bsky.social,0.3353,1,positive
electric528.bsky.social,0.3612,1,positive
electriciti.bsky.social,0.6152,1,positive
electrothewolf.bsky.social,-0.4939,1,negative
elemjay.bsky.social,-0.1901,2,negative
eleveneleven11.bsky.social,0.6705,1,positive
elfbotherer.bsky.social,0.5413,1,positive
elhopkins.bsky.social,-0.14889473684210525,19,negative
eliiiiise.bsky.social,-0.9413,1,negative
elijahplovejoy.bsky.social,0.5244,3,positive
elinor-a.bsky.social,0.007599999999999996,2,negative
elirabett.bsky.social,0.10462222222222221,9,negative
elisabethcampbell.bsky.social,0.4019,1,positive
elisajstewart.bsky.social,0.0,1,neutral
elizaabethlawmom.bsky.social,-0.8425,1,negative
elizabee.bsky.social,0.1779,1,positive
elizabeth-d.bsky.social,0.0,1,neutral
elizabethdfrancis.bsky.social,0.4158,2,neutral
elizabethjacobs.bsky.social,0.10831481481481482,27,positive
elizabethpearce.bsky.social,-0.2982,4,negative
elizabethwilson5.bsky.social,-0.8225,1,negative
elizardbethany.bsky.social,-0.5719,1,negative
elizdelg.bsky.social,-0.7745,1,negative
eljayvee.bsky.social,-0.2263,1,negative
eljefe.social,-0.6322,1,negative
elkaneo.bsky.social,-0.4939,1,negative
ella-ca.bsky.social,0.4019,1,positive
ellaleeuk.bsky.social,0.34,1,positive
ellcall.bsky.social,-0.4588,1,negative
elle49.bsky.social,-0.3818,1,negative
ellecreative.bsky.social,0.765,1,positive
ellejir59.bsky.social,-0.5096,1,negative
ellem111.bsky.social,-0.03465714285714285,7,neutral
ellemcb.bsky.social,-0.604,2,negative
ellenahzulu.bsky.social,-0.03056666666666667,3,negative
ellenlovesrich.bsky.social,0.04244999999999999,2,negative
ellenteapot.ca,0.4404,1,positive
elliebh.bsky.social,0.743,1,positive
ellinst.bsky.social,0.0,1,neutral
elliot66.bsky.social,-0.3597,1,negative
elliottharris.bsky.social,0.0,1,neutral
ellisonx.bsky.social,0.22293333333333332,3,neutral
ellisor.net,-0.5267,1,negative
ellocust.bsky.social,-0.8074,1,negative
ellyzoe.bsky.social,0.2732,1,positive
elnath1984.bsky.social,0.6858,1,positive
elnopower.bsky.social,0.0,1,neutral
elodieexdeath.northsky.social,-0.2366,6,negative
elonisabum.bsky.social,-0.8232,1,negative
elonispsycho24.bsky.social,0.2648,1,positive
elonisugly.bsky.social,0.0,1,neutral
elsargentogarcia.bsky.social,0.5574,1,positive
elster.bsky.social,0.8408,1,positive
eltoninatlanta.bsky.social,-0.17257499999999998,4,negative
eltonino.bsky.social,0.0,1,neutral
elusiveapricity.bsky.social,0.0,1,neutral
elusivejay.bsky.social,0.5106,1,positive
elvigy.bsky.social,-0.5719,1,negative
elviragreco.bsky.social,0.8388,1,positive
elvirarosert.bsky.social,0.28235,2,positive
elvsrad.bsky.social,0.8113,1,positive
elwood-r.bsky.social,-0.68245,2,negative
elyobo.bsky.social,0.3612,1,positive
ema.europa.eu,0.2589,1,positive
emaj7th.bsky.social,-0.6369,1,negative
emandras.bsky.social,0.4404,1,positive
emartineau.bsky.social,-0.4939,1,negative
embeessem.bsky.social,-0.4767,1,negative
emberblades.bsky.social,-0.34,1,negative
embers1.bsky.social,-0.31355999999999995,5,negative
embittered.bsky.social,0.0,1,neutral
embracethebald.bsky.social,0.4019,1,positive
emceekayvee.bsky.social,0.6369,1,positive
emer.net,-0.5423,1,negative
emeraldeyes1224.bsky.social,0.5859,1,positive
emericanjezebel.bsky.social,-0.009300000000000011,3,neutral
emetwpg.bsky.social,0.5955,2,positive
emgeekay.bsky.social,0.5859,1,positive
emile507.bsky.social,0.5106,1,positive
emily.gorcen.ski,0.37895,2,neutral
emily108.bsky.social,0.9006,1,positive
emilyesfraser.bsky.social,0.3182,1,positive
emilymoin.com,-0.0286,2,neutral
emilymullin.bsky.social,-0.0772,1,negative
emilynussbaum.bsky.social,0.0,1,neutral
emilyrose.bsky.social,-0.008584615384615387,13,positive
emilyyour8.bsky.social,0.19080000000000003,2,negative
eminembolism.bsky.social,0.0,1,neutral
emkjr.bsky.social,-0.6196,2,negative
emma56.bsky.social,-0.4019,1,negative
emma6527.bsky.social,0.5622,1,positive
emmaatkins.bsky.social,-0.6908,1,negative
emmadragon.bsky.social,-0.1406,1,negative
emmyem24.bsky.social,-0.5267,1,negative
emorwee.bsky.social,0.5994,1,positive
emote-control.bsky.social,0.0,1,neutral
emperorpupprtine.bsky.social,0.0,1,neutral
empiricalcuriosity.bsky.social,0.25,1,positive
emptymind.bsky.social,-0.004100000000000048,2,negative
emuanon34.bsky.social,0.1779,1,positive
emuhp.bsky.social,-0.064,2,neutral
en.afp.com,-0.26053333333333334,6,negative
enahchine.bsky.social,0.4019,1,positive
enbuenora.bsky.social,-0.35896666666666666,6,negative
enby4satan.bsky.social,-0.8074,1,negative
endtheidiocracy.bsky.social,0.296,1,positive
energyis.bsky.social,-0.8628,1,negative
energyscholar.bsky.social,-0.11122499999999999,4,negative
engineicedave.bsky.social,0.3612,1,positive
enginerd518.bsky.social,-0.0772,1,negative
english.lemonde.fr,-0.2732,1,negative
enirenberg.bsky.social,-0.0031916666666666573,12,positive
enlilitusin.bsky.social,-0.184825,4,neutral
ennuimalaise.bsky.social,0.6249,1,positive
enoch6211.bsky.social,-0.5859,1,negative
enragedrealist.bsky.social,-0.1591,2,neutral
ens0.me,-0.86715,2,negative
enuffsaysv.bsky.social,-0.19076666666666667,3,positive
envirojen.bsky.social,-0.3224,2,negative
envirorealism.bsky.social,-0.3990666666666667,3,negative
ep081598.bsky.social,0.6114,1,positive
epbeaumont.bsky.social,0.59755,2,positive
epennysworth.bsky.social,0.21075,2,positive
epi-nymph.bsky.social,0.3544,2,positive
epiceaston197.bsky.social,-0.6517,1,negative
epicurious.bsky.social,0.0,1,neutral
epimetheon.com,-0.4522,1,negative
epiren.bsky.social,-0.0258,1,neutral
epluribusfractum.bsky.social,-0.5953,2,negative
epollaert.bsky.social,-0.12055,2,negative
epremo.bsky.social,-0.6734,1,negative
equalunderlaw.bsky.social,-0.296,1,negative
equineducklings.bsky.social,-0.5106,1,negative
equinox55.bsky.social,0.2732,1,positive
eradicatemes.bsky.social,-0.4019,1,negative
erburyoldboy.bsky.social,0.0,1,neutral
erbwayne.bsky.social,0.4183,4,positive
erfaulkner.bsky.social,0.4118,1,positive
erflx.bsky.social,-0.3089,1,negative
erflynncomics.com,0.3182,1,positive
eric-boehlert.bsky.social,0.4215,1,positive
eric-in-america.bsky.social,-0.4322625,8,negative
ericalbers.bsky.social,0.128,1,positive
ericallyn.bsky.social,-0.6249,1,negative
ericblyler.bsky.social,0.0,1,neutral
ericcarroll.zeroes.ca.ap.brid.gy,0.1779,1,positive
ericfaust.bsky.social,-0.5709,1,negative
erickbt.bsky.social,0.0,1,neutral
ericklong.bsky.social,0.0,1,neutral
ericlevai.bsky.social,0.5423,1,positive
ericschmeltzer.bsky.social,-0.0516,1,negative
ericstrong.bsky.social,0.1779,1,positive
erictheblue.bsky.social,0.0,1,neutral
erictopol.bsky.social,0.298675,4,positive
erikalynne.bsky.social,0.0,1,neutral
erikawybourn.bsky.social,-0.23835,2,neutral
eriktoubro.bsky.social,0.5106,1,positive
erinchampaign.bsky.social,0.0,1,neutral
erinmikellewalker.bsky.social,-0.296,1,negative
eriya181.bsky.social,0.4019,1,positive
erlking.bsky.social,0.7928,1,positive
ermineator.bsky.social,-0.4667,4,negative
ermitfred.bsky.social,-0.37895,2,negative
erohealthcomms.com,-0.1389,3,neutral
errantv.bsky.social,-0.41296666666666665,3,negative
errrferrr.bsky.social,0.2732,1,positive
ertrick36.bsky.social,-0.9407,1,negative
eruanion.bsky.social,-0.3182,1,negative
erwinschrodinger.bsky.social,0.0,1,neutral
esblan.bsky.social,0.0,1,neutral
escapedexplorer.bsky.social,0.11750000000000002,2,positive
eschneider.bsky.social,0.0,1,neutral
escmid.bsky.social,0.0,1,neutral
esedia.bsky.social,0.0,1,neutral
esg.myatproto.social,0.7964,1,positive
eshh.bsky.social,0.0,1,neutral
eslcookieboss.bsky.social,-0.7069,1,negative
esmcslifer.bsky.social,-0.4003,1,negative
esparanza.bsky.social,0.12755000000000002,2,negative
espengis.bsky.social,-0.4574,1,negative
espnbillc.bsky.social,0.4267,2,positive
essaywells.bsky.social,-0.141175,4,negative
esteban2271.bsky.social,0.24695,2,neutral
estebanhawk.bsky.social,-0.296,1,negative
estesbob.bsky.social,-0.4939,1,negative
estevezdeep.bsky.social,0.0,1,neutral
estherinthemiddle.bsky.social,0.6399,1,positive
esunaproxy.bsky.social,0.0,1,neutral
ethanclsn.bsky.social,0.0,3,neutral
ethanlavery.bsky.social,0.3002,1,positive
etherdiver.bsky.social,-0.13164999999999996,2,negative
etherealspirits.bsky.social,0.0,1,neutral
etherialspirit.bsky.social,0.0,1,neutral
ethlmertz.bsky.social,0.0,1,neutral
eu-au.bsky.social,0.0,1,neutral
eu-health.bsky.social,0.4215,1,positive
eubanksengineeringresearch.com,0.0,1,neutral
euclido.bsky.social,-0.7177,1,negative
eugenedaydsc.bsky.social,0.0,1,neutral
eugeniast.bsky.social,-0.14165,2,negative
eugestshirley.bsky.social,0.5859,3,positive
eulerpi.dev,0.3818,1,positive
eun-sith-dathach.bsky.social,-0.2553,2,negative
eunews.social,-0.296,1,negative
euromaidanpress.bsky.social,-0.4939,1,negative
euronews.com,-0.3243,2,negative
europesays.bsky.social,-0.24923333333333333,3,negative
eusticethesheep.bsky.social,0.0,1,neutral
evanka.eurosky.social,0.1858,3,neutral
evanstopthekilling.bsky.social,0.12040000000000001,3,neutral
eve-mary.bsky.social,0.2732,1,positive
evelynelotz.bsky.social,0.09106666666666667,3,neutral
evensong.bsky.social,0.4101,1,positive
everentropy.bsky.social,0.0367,1,neutral
everrouge.bsky.social,-0.20311904761904764,21,negative
evert65.bsky.social,0.3182,1,positive
everydayepi.bsky.social,-0.6832499999999999,2,negative
everythingisbad.bsky.social,0.3804,1,positive
everythingisgrate.bsky.social,0.0,1,neutral
eviejeebie.bsky.social,-0.5423,1,negative
evilrooster.eurosky.social,-0.5267,1,negative
evilvillainousdude.bsky.social,-0.4939,1,negative
evolutionaryeve.bsky.social,-0.328,2,negative
ewanward.bsky.social,0.4215,1,positive
excitinghealth.bsky.social,0.4902,1,positive
exhaustedradical.bsky.social,0.6369,1,positive
exiladomd.bsky.social,0.0,1,neutral
experimental22.bsky.social,-0.22393333333333332,3,negative
exrevtony.bsky.social,0.0,1,neutral
exumablue.bsky.social,0.4019,1,positive
eyedawg.bsky.social,-0.4138,1,negative
f150-93.bsky.social,0.0,1,neutral
f800gecko.mastodon.online.ap.brid.gy,0.4404,1,positive
fabual.bsky.social,0.0,1,neutral
facefactsnotlies.bsky.social,0.0,1,neutral
faceofboe.bsky.social,-0.8047,1,negative
factcheck.thejournal.ie,0.5267,1,positive
factpostnews.bsky.social,-0.0812,4,negative
factsmatter4all.bsky.social,0.0,1,neutral
factsnotprops.bsky.social,0.34,1,positive
factsonly007.bsky.social,0.015625,4,negative
faefromthefield.bsky.social,-0.5413,1,negative
fafowarrior.bsky.social,0.0,1,neutral
failopen.bsky.social,-0.0572,1,negative
fairestcinderella.myatproto.social,-0.2023,1,negative
fairrobina.bsky.social,0.03175,2,negative
fairydogma.bsky.social,0.4753,1,positive
fairygodmegan.bsky.social,0.0,1,neutral
fairygothparent.bsky.social,-0.1531,1,negative
faith54.bsky.social,0.3382,1,positive
faithfulanguirus.bsky.social,0.2023,1,positive
fal89.bsky.social,-0.3062,2,negative
falschgold.net,0.4404,1,positive
famousartthief.bsky.social,0.0,1,neutral
fanboymaster.bsky.social,0.4019,1,positive
fanciestofcats.bsky.social,0.0,1,neutral
fantasydesign.bsky.social,0.0516,1,positive
faredalmahlool.bsky.social,-0.6705,1,negative
farkinaustralia.bsky.social,0.0,2,neutral
farmckon.bsky.social,0.7303,1,positive
farmersdaughter1.bsky.social,0.4404,1,positive
farseeing.bsky.social,0.0,1,neutral
fascinating-us.bsky.social,-0.8316,1,negative
fascistfighter2025.bsky.social,0.0,1,neutral
fatalflaws2025.bsky.social,-0.7184,1,negative
fatbongo.bsky.social,0.0,1,neutral
fatoots.bsky.social,-0.6705,1,negative
fatraccoon.bsky.social,-0.0701,1,negative
fatseanlives.bsky.social,0.5106,1,positive
fattonytv.bsky.social,0.6298,1,positive
faustorian.bsky.social,0.7263,1,positive
fauxrrari1.bsky.social,0.2791666666666667,3,positive
fdaily.bsky.social,0.38885000000000003,4,positive
fdell.bsky.social,0.1648,5,positive
fdjt45-47.bsky.social,-0.6705,1,negative
featherbrainedfarm.bsky.social,-0.4439,3,negative
feb1958.bsky.social,-0.5837,1,negative
fecak.bsky.social,0.0,2,neutral
fedtfupofthemall.bsky.social,-0.175375,4,negative
fedup90611.bsky.social,-0.2292,1,negative
fedupski2002.bsky.social,0.0,1,neutral
feel-the-fasc-tasy.bsky.social,-0.27568000000000004,5,negative
feeling-minnesota.bsky.social,0.7269,1,positive
feelitstill.bsky.social,-0.7003,1,negative
feemus.bsky.social,0.19063333333333332,3,neutral
feighnerbh.bsky.social,-0.5106,1,negative
feistywaters.com,0.0802,2,positive
feliatrix.bsky.social,0.6124,1,positive
felinecannon.bsky.social,0.0,1,neutral
fellas-on-doge.bsky.social,0.8271,1,positive
fellowhuman666.bsky.social,0.4926,1,positive
feministscience.bsky.social,0.6705,1,positive
femzforever.bsky.social,0.8271,1,positive
fenixminerva.bsky.social,0.0,1,neutral
feralgrumpy.bsky.social,0.0,1,neutral
feralhorseshoecrab.bsky.social,0.7296,1,positive
ferl67.bsky.social,-0.10115,2,negative
fermispairofsocks.bsky.social,-0.128,1,negative
fernmonkey.bsky.social,-0.16455,2,neutral
ferrerman.bsky.social,-0.6341,1,negative
ff-preobrazhensky.bsky.social,0.033299999999999996,3,positive
ffstoon.bsky.social,-0.47075,2,negative
fh-mycolgy.bsky.social,0.1901,1,positive
fibre-artist.bsky.social,0.0,1,neutral
fiddle-d-sticks.bsky.social,-0.631,1,negative
fidelioscabinet.bsky.social,0.4926,1,positive
fieldmontgomery.bsky.social,0.7351,1,positive
fierygoddess.bsky.social,-0.2732,1,negative
fifthdentist.bsky.social,0.1548,1,positive
fightingliberal.bsky.social,0.15984999999999996,2,positive
figuresix.bsky.social,0.05165,2,negative
filigreemchana.bsky.social,-0.5096,1,negative
fille13.bsky.social,-0.2481,6,negative
filmalicia.bsky.social,0.0,1,neutral
fim.bsky.social,0.0,1,neutral
financialtimes.com,0.5574,1,positive
finandmurph22.bsky.social,0.0,1,neutral
finchfrii.bsky.social,0.1752,2,positive
findyourglimmer.bsky.social,-0.2023,1,negative
fineoldwhine.bsky.social,0.20095,2,positive
fingbullshit.bsky.social,-0.1761,1,negative
fingerguns9mm.bsky.social,0.3612,1,positive
finleycordain.bsky.social,0.0,1,neutral
finn-cak.bsky.social,-0.87805,2,negative
finsarg.bsky.social,-0.1531,1,negative
finstersghost.bsky.social,-0.3119,2,negative
fintwitter.bsky.social,-0.35735,4,neutral
fiona-the-celt.bsky.social,-0.27475,2,negative
fiona-webster22.bsky.social,-0.22119999999999998,3,negative
fionazerbst.bsky.social,0.25,1,positive
firedbutfighting.bsky.social,-0.19954666666666665,15,negative
firefly-7461.bsky.social,-0.0258,1,neutral
firegravity.bsky.social,-0.25,1,negative
fireinsp.bsky.social,0.0,1,neutral
fireweedak.bsky.social,-0.7845,1,negative
firmth.bsky.social,0.0,1,neutral
firstclasspost.bsky.social,0.6705,1,positive
fishbender.bsky.social,0.0,1,neutral
fisherfan.bsky.social,0.2732,1,positive
fishergirl.bsky.social,0.20995,2,neutral
fishfeast.bsky.social,0.0,3,neutral
fishyonekenobi.bsky.social,-0.1901,1,negative
fitzysmom.bsky.social,0.0,1,neutral
flamingogrrl.bsky.social,0.0,1,neutral
flamingtwits.bsky.social,0.0498,1,neutral
flapjack47.bsky.social,0.7003,1,positive
flatwaterfreep.bsky.social,0.0,2,neutral
flautista2013.bsky.social,0.352,1,positive
flcfar.bsky.social,-0.3243,2,negative
fleaingdogfella.bsky.social,0.0,1,neutral
fletchermagee.bsky.social,-0.4517,1,negative
flicks28.bsky.social,0.0772,1,positive
flightreflex.bsky.social,-0.1695,1,negative
fllicsofficial.bsky.social,0.1400666666666667,3,positive
flnative.bsky.social,0.0,1,neutral
floatinginwaves.bsky.social,0.0,1,neutral
flobbert.bsky.social,-0.125,2,negative
floramcg7.bsky.social,0.0,1,neutral
flowerchildob1.bsky.social,-0.2263,1,negative
flowersrule.bsky.social,-0.0772,1,negative
floydthegwm.bsky.social,-0.25434999999999997,2,positive
flsucks.bsky.social,-0.524075,4,negative
fluffhedd.bsky.social,-0.5574,1,negative
fluffynuts.bsky.social,0.8602,1,positive
fluffypeanut.bsky.social,-0.7906,1,negative
fluffyrabbet96uwu.bsky.social,-0.0258,1,neutral
fluffythecruel.bsky.social,0.0,1,neutral
fluttergang.bsky.social,0.0,1,neutral
flyflicker.bsky.social,0.1027,1,positive
flygirlfly625.bsky.social,-0.5803,1,negative
flyingnone.bsky.social,0.392,2,neutral
flyintheointment.bsky.social,0.0,1,neutral
flyonsomewall.bsky.social,-0.1901,1,negative
flytrikeair.bsky.social,0.0,1,neutral
flytyingguy.bsky.social,-0.26335,2,neutral
fo-xtrot.bsky.social,-0.4404,1,negative
fodder650.bsky.social,0.67675,2,positive
foggthat.bsky.social,0.0,1,neutral
foggyfjordsfan.bsky.social,-0.8828,1,negative
foghornleghorn1357.bsky.social,0.1292142857142857,7,positive
foglandia.bsky.social,-0.10345,4,negative
fogspotter.bsky.social,-0.3612,1,negative
fokus.bsky.social,0.4019,1,positive
foobarred.bsky.social,0.68,1,positive
foolwatcher2025.bsky.social,-0.5574,1,negative
footballlibrettist.bsky.social,-0.296,1,negative
footcarenurse.bsky.social,0.5423,1,positive
footstepsindust.bsky.social,-0.4767,1,negative
forbes.com,0.037075,4,neutral
forced2bnice2u.bsky.social,0.3182,1,positive
forcedevolution.bsky.social,0.28595,2,positive
forestgardens.bsky.social,0.0618,2,negative
forevertrueblue.bsky.social,0.0,1,neutral
forfooksake.bsky.social,-0.20095,2,negative
foriscream.bsky.social,-0.3404,2,neutral
formerfarmeraaron.bsky.social,0.1226,1,positive
formerlycoomber.bsky.social,0.0,1,neutral
fornutn.bsky.social,0.0,1,neutral
forrestnews.bsky.social,0.27115,2,positive
forsettix.bsky.social,0.4939,1,positive
forthekittehs.bsky.social,0.3612,1,positive
fortherepublicbsky.bsky.social,0.5023,1,positive
fortismaximus.bsky.social,0.5859,1,positive
fortyphobic.bsky.social,0.7845,1,positive
forwhat-itsworth.bsky.social,0.296,1,positive
four-torpedoes.bsky.social,0.9163,1,positive
fourier58.bsky.social,0.5574,1,positive
fourteetwo.bsky.social,-0.4215,1,negative
fox4dfw.bsky.social,-0.8658,1,negative
foxxtrotremade.bsky.social,-0.875,1,negative
foxylady70.bsky.social,0.0,1,neutral
fpmacca.bsky.social,0.6124,1,positive
fraidicat2.bsky.social,0.0,1,neutral
framboisecocktail.eurosky.social,0.0,1,neutral
francesmeh.reviews,0.37895,2,positive
francesorfran.bsky.social,-0.3749,1,negative
franciscandlin.bsky.social,0.6369,1,positive
francismalevil.eurosky.social,0.3953,2,positive
frandy52.bsky.social,0.0,1,neutral
franglaise.bsky.social,0.7003,1,positive
frank-frink.bsky.social,-0.5106,1,negative
frank-winkhorst.bsky.social,-0.1027,1,negative
frankbannister.bsky.social,-0.5859,1,negative
frankdugan.bsky.social,0.5423,1,positive
frankedson24.bsky.social,-0.4800142857142857,7,negative
