author,meanCompound,postCount,majorityLabel
sentimentalist.bsky.social,0.0,1,neutral
seosamh.bsky.social,-0.8555,1,negative
septemberrising.bsky.social,-0.1695,1,negative
seratnin33.bsky.social,-0.4215,1,negative
serehfas.bsky.social,0.4654400000000001,5,positive
serenaindenver.bsky.social,-0.296,1,negative
serenakyle.bsky.social,0.6249,1,positive
serendipityinfl.bsky.social,0.128,1,positive
serene-chaos.bsky.social,0.03513333333333335,3,positive
serenemalcontent.bsky.social,0.0,1,neutral
serenity77.bsky.social,0.0,1,neutral
serenitycalls.bsky.social,-0.2263,1,negative
serienya.bsky.social,0.0,1,neutral
servelan.newsie.social.ap.brid.gy,0.0,1,neutral
service-worker.bsky.social,-0.4039,1,negative
sethabramson.bsky.social,-0.7096,1,negative
sethanikeem.bsky.social,-0.2874,1,negative
sevencloud.bsky.social,-0.5423,1,negative
sevenohthree.bsky.social,0.0,2,neutral
sevenstarhand.bsky.social,-0.8225,1,negative
sewgirlsew.bsky.social,-0.3612,1,negative
sewin.bsky.social,0.0,1,neutral
sewsimply.bsky.social,0.06103333333333333,3,positive
seyberspace.bsky.social,0.0,2,neutral
sfchronicle.com,-0.1027,2,negative
sfcsly.bsky.social,0.0,1,neutral
sferrara.bsky.social,0.3022,1,positive
sff180.bsky.social,0.0027,1,neutral
sfrick.bsky.social,-0.7297,1,negative
sfshlv.bsky.social,0.13501999999999997,5,neutral
sg1954.bsky.social,0.0,1,neutral
sgadarian.bsky.social,0.19435,2,neutral
shadow4me.bsky.social,0.5859,1,positive
shadowdwolf.bsky.social,-0.8316,1,negative
shadowops.bsky.social,-0.1289,7,positive
shadowstar2025.bsky.social,-0.0258,1,neutral
shadowwordpain.bsky.social,-0.2263,1,negative
shadyscientician.bsky.social,0.4199,1,positive
shaggy1.bsky.social,0.64495,2,positive
shainzona.bsky.social,0.0,1,neutral
shake1n1bake.bsky.social,-0.62425,2,negative
shamrockchickens.bsky.social,0.0,1,neutral
shamrocksmom.bsky.social,0.3506,1,positive
shanahstone.bsky.social,0.3818,1,positive
shanikom.bsky.social,-0.0772,1,negative
shanoprogressive.bsky.social,-0.20413333333333336,3,neutral
sharkgirl23.bsky.social,0.6808,1,positive
sharkyshark10.bsky.social,0.148,2,positive
sharoncarbine.bsky.social,0.4609,2,positive
sharoneaton.bsky.social,-0.1779,1,negative
sharongt.bsky.social,-0.7269,1,negative
sharonjohnston.bsky.social,0.1468,6,positive
sharonsf.bsky.social,-0.4019,1,negative
sharpcloud.bsky.social,0.4704,2,positive
shartymcscrote.bsky.social,-0.25,1,negative
shawmrosen.bsky.social,0.6369,1,positive
shawnaleeg.bsky.social,-0.4939,1,negative
shawnpb.bsky.social,0.0,1,neutral
shawshankexemption.bsky.social,-0.7608,1,negative
shay3322.bsky.social,-0.3597,1,negative
shayleesbibi.bsky.social,-0.2023,1,negative
shazbear.bsky.social,0.0,1,neutral
shazzab.bsky.social,0.0,1,neutral
sheclawya.bsky.social,0.0,1,neutral
sheconomy.bsky.social,0.0,1,neutral
shedamb.bsky.social,0.4574,1,positive
sheerjenius.bsky.social,0.4135,1,positive
sheherhurts.bsky.social,-0.4588,1,negative
sheilaginhb.bsky.social,0.0,1,neutral
shel81.bsky.social,0.1791,3,positive
shell4747.bsky.social,-0.2732,1,negative
shelleybueche.bsky.social,0.0,1,neutral
shellieh.bsky.social,0.0,1,neutral
shellprince.bsky.social,0.5859,1,positive
sheltiedad.bsky.social,0.7351,1,positive
shenanigans.bsky.social,-0.28595,2,neutral
sheologian.bsky.social,-0.1468,3,neutral
sher12.bsky.social,0.0,1,neutral
sheralovesskeletor.bsky.social,0.30205,2,positive
sherel.bsky.social,-0.3162,2,positive
shernova.bsky.social,0.0,1,neutral
sherry2.bsky.social,-0.6461,1,negative
sherry6767.bsky.social,0.0,1,neutral
sherryjustice.bsky.social,0.7777,1,positive
sheryl2030.bsky.social,-0.3786,1,negative
shevawn.bsky.social,-0.4989,2,negative
shiftykitsune.bsky.social,-0.5423,1,negative
shigsby.bsky.social,0.0,1,neutral
shinnodar.bsky.social,0.2609,1,positive
shinxter.bsky.social,-0.34,1,negative
shirefox.bsky.social,0.4199,1,positive
shirosune.bsky.social,0.1591,2,neutral
shislandinfo.bsky.social,-0.0258,1,neutral
shitocracy.bsky.social,0.6884,1,positive
shivvy.bsky.social,-0.5445,2,negative
shmorg17.bsky.social,0.0,1,neutral
shoepea.bsky.social,-0.4404,1,negative
sholahoon.bsky.social,0.1908,2,negative
shortandstout1.bsky.social,0.296,1,positive
shrink-e-dink.bsky.social,0.0,1,neutral
shubhamtr.bsky.social,-0.4767,1,negative
shuilian.bsky.social,-0.1069,3,negative
shyone2910.bsky.social,-0.2244,1,negative
sialnez.bsky.social,0.0,1,neutral
siameselover3.bsky.social,-0.4588,1,negative
siamesemom.bsky.social,0.0243,5,positive
siarapita.bsky.social,0.20903333333333332,3,positive
sickandtiered.bsky.social,-0.05494999999999997,2,negative
sickofthisbs77.bsky.social,-0.5423,1,negative
siderea.bsky.social,0.5994,1,positive
sidewalkpirate.bsky.social,0.3182,1,positive
sidfinancy.bsky.social,0.7495,1,positive
sidneyroughdiamond.bsky.social,0.0,1,neutral
sidseven.bsky.social,-0.5859,1,negative
sifighter.bsky.social,0.3182,1,positive
sightmagazine.bsky.social,-0.0516,1,negative
sigridsmith.bsky.social,-0.1027,1,negative
silencedoogoode.bsky.social,0.2012,2,positive
silenceredux.bsky.social,0.0,1,neutral
silent-observer-9.bsky.social,0.0,1,neutral
silkabelli.eurosky.social,0.12040000000000001,3,neutral
silkflame.bsky.social,0.0,1,neutral
silvawolves.bsky.social,-0.3252,1,negative
silverarrows47.bsky.social,0.0,1,neutral
silverhazel.bsky.social,0.0,1,neutral
simminggrandma.bsky.social,0.034050000000000025,2,positive
simon-blone.bsky.social,0.023274999999999997,4,positive
simonee.bsky.social,-0.4651,1,negative
simonharrington.bsky.social,0.0,1,neutral
simonjdickie.bsky.social,-0.2732,1,negative
simonplittle.ca,0.2023,1,positive
simonpostsdog.bsky.social,0.0,1,neutral
simple-dreamer.bsky.social,-0.466,1,negative
simplycommonsense.bsky.social,0.0,1,neutral
simplygurn.bsky.social,-0.4767,1,negative
simplyrain.bsky.social,0.4926,1,positive
simplythee.bsky.social,0.0,1,neutral
simpson-ian.bsky.social,0.12786666666666666,21,neutral
sinatradaniels.bsky.social,0.0,1,neutral
sinboy.bsky.social,0.7264,1,positive
sinbrujula.bsky.social,-0.0772,1,negative
sinfoid.bsky.social,0.5499,1,positive
singerindy.bsky.social,0.7964,1,positive
singkell.bsky.social,0.0,1,neutral
sinisternails1.bsky.social,-0.3736,1,negative
sinkerman.bsky.social,-0.5106,1,negative
sinmam.bsky.social,0.0,1,neutral
siobhanftb.bsky.social,0.6597,1,positive
sionxxii.bsky.social,0.0,2,neutral
siouxsiew.bsky.social,0.4555909090909091,11,positive
sir10lee-knot.bsky.social,0.2584,1,positive
sirbobofambler.bsky.social,-0.26820000000000005,2,negative
sirensplight.bsky.social,-0.005275000000000002,4,positive
sirnotappearing.bsky.social,-0.27115,2,neutral
sissydonhadit.bsky.social,0.8074,1,positive
sisyphus-d.bsky.social,0.0,1,neutral
sixarmedsweater.bsky.social,0.0,1,neutral
sixxtoo.bsky.social,-0.296,1,negative
sjack24.bsky.social,0.3612,1,positive
sjbof.uk,-0.128,1,negative
sjkell.bsky.social,0.5451,2,positive
ska7rhythm.bsky.social,0.0,1,neutral
skamantha.bsky.social,-0.4563,1,negative
skarjune.bsky.social,-0.9056,1,negative
skeets4u.bsky.social,0.1909,2,neutral
skepchick.org,-0.2732,1,negative
skfowler.bsky.social,0.0,1,neutral
skiier27.bsky.social,0.5165,1,positive
skipperdot001.bsky.social,0.5574,1,positive
skocen.bsky.social,0.4926,1,positive
skol87.bsky.social,-0.4471,2,negative
skontheisland.bsky.social,0.0516,1,positive
skreee.bsky.social,-0.4939,1,negative
skrrtvonnegut.bsky.social,0.0,1,neutral
skulduggery-joe.bsky.social,-0.5676,1,negative
skully17.bsky.social,0.0,1,neutral
skunkityskunk.bsky.social,-0.8877,1,negative
skuzy1572.bsky.social,0.899,1,positive
sky-loyal.bsky.social,0.6597,1,positive
skyeactual.bsky.social,0.5719,1,positive
skykerry.bsky.social,-0.6517,1,negative
skykid2.bsky.social,0.5859,1,positive
skylee1.bsky.social,-0.5697,1,negative
skylined.bsky.social,-0.1531,1,negative
skyonair.bsky.social,0.4939,1,positive
skytheriver.bsky.social,0.2732,1,positive
slavaukraini033.bsky.social,0.07680909090909092,11,positive
slavuji.bsky.social,0.0,1,neutral
sleepinggiant69.bsky.social,0.7559,1,positive
sleepyzane.bsky.social,-0.4767,1,negative
slick-50.bsky.social,0.3818,1,positive
slightlylyons.bsky.social,0.2263,1,positive
slimeberries.bsky.social,-0.7759,1,negative
slimyferret.bsky.social,-0.8525,1,negative
slipperyboy.bsky.social,-0.6182,1,negative
slk0851.bsky.social,0.5719,1,positive
slleather.bsky.social,0.0,1,neutral
sloaneya.bsky.social,0.6249,1,positive
slobak.bsky.social,-0.1206,1,negative
slobodiandesigns.bsky.social,-0.6378,1,negative
slodude.bsky.social,0.3182,1,positive
slouchyr.bsky.social,0.7184,1,positive
slowpsycho.bsky.social,-0.6249,1,negative
slpage63.bsky.social,-0.296,1,negative
sltk23.bsky.social,0.0,1,neutral
slubbert.bsky.social,0.0,1,neutral
slurmsmackenzie.bsky.social,0.0,1,neutral
smack54.bsky.social,0.0,1,neutral
smallupsetter.bsky.social,0.0,1,neutral
smarty1.bsky.social,0.0516,1,positive
smashthefash.bsky.social,0.6124,1,positive
smdc8.bsky.social,-0.8832,1,negative
smenor.com,-0.7809,1,negative
smhebe.bsky.social,-0.30775,2,negative
smiller92216.bsky.social,0.0,1,neutral
smilodonichthys.bsky.social,-0.5574,1,negative
smithelizabeth.bsky.social,0.34,1,positive
smlarson.bsky.social,0.3182,1,positive
smm570.bsky.social,0.2732,1,positive
smoemeth.bsky.social,0.0,1,neutral
smollestbunny2.bsky.social,0.0603,10,negative
smoothpebble.bsky.social,0.6705,1,positive
smped.bsky.social,-0.0772,1,negative
smschwa.bsky.social,0.31845,2,neutral
smtuffy.bsky.social,0.9209,1,positive
smudgiesmom.bsky.social,0.0,1,neutral
smullins3000.bsky.social,0.0,1,neutral
smurfmasterjym.bsky.social,0.0,1,neutral
smurfylu.bsky.social,-0.824,1,negative
snakeman49.bsky.social,0.1806,2,positive
snapthejapanese.bsky.social,-0.1027,1,negative
snarge23.bsky.social,0.0,1,neutral
snarkandmeh.bsky.social,0.0,1,neutral
snarkey1.bsky.social,-0.5574,1,negative
snarky-op.bsky.social,0.24766666666666667,3,positive
snarkysparky2.bsky.social,0.0,1,neutral
snarkysteff.bsky.social,0.26715,4,positive
sneakinup.bsky.social,0.2732,1,positive
sneevius.bsky.social,0.5156,1,positive
snidleywhiplash.bsky.social,0.0,1,neutral
sniffit.bsky.social,-0.3731333333333333,3,negative
sninkit.bsky.social,0.7906,1,positive
snoeifout.bsky.social,-0.2023,1,negative
snoopster.bsky.social,0.0,1,neutral
snootacamund.bsky.social,-0.1531,1,negative
snorkulese.bsky.social,0.0,1,neutral
snormanca.bsky.social,-0.296,1,negative
snowmein.bsky.social,0.0,1,neutral
snowsh.bsky.social,-0.5267,1,negative
soapachu.bsky.social,0.05146666666666666,6,positive
sobercannibal.bsky.social,0.6428,1,positive
socalsilencer.bsky.social,0.1072,2,neutral
sociablesocialist.bsky.social,0.0903,4,neutral
socialepi.bsky.social,0.0,1,neutral
socialinfluenza.bsky.social,-0.8807,1,negative
socialmedialab.ca,-0.4019,1,negative
socialwriter.bsky.social,0.0,1,neutral
socio-steve.bsky.social,-0.8313,1,negative
socratesxxx.bsky.social,0.0,1,neutral
soficorgi.bsky.social,0.6124,1,positive
softblacklady15.bsky.social,-0.5106,1,negative
softgothkitten.bsky.social,0.8802,1,positive
solana77.bsky.social,-0.5255,1,negative
solarpunkfox.bsky.social,0.0,1,neutral
solartim.bsky.social,-0.5106,1,negative
solenne-e-um.bsky.social,0.61345,2,positive
solomonmissouri.bsky.social,0.0,1,neutral
solotheshooter.bsky.social,0.0,1,neutral
somark37.bsky.social,0.0,1,neutral
somati-ca.bsky.social,0.0,1,neutral
sombermoth.bsky.social,0.0,1,neutral
somecafone.bsky.social,0.3612,1,positive
someothercow.bsky.social,0.0,1,neutral
somertonem.bsky.social,-0.010774999999999993,4,negative
somewhattolerable.com,0.1546,1,positive
somuchderp.bsky.social,0.0394,1,neutral
son-of-deep-state.bsky.social,0.0,1,neutral
sondi68.bsky.social,-0.7399,1,negative
sonicscrewdriv4.bsky.social,0.2023,1,positive
sonnyvermont.bsky.social,0.7964,1,positive
sonnywayz.bsky.social,0.5719,1,positive
sonofirving.bsky.social,-0.6757,1,negative
sonofivan.bsky.social,-0.5423,1,negative
sonotwithtrump.bsky.social,0.0,1,neutral
sonstharmlos.de,-0.023650000000000004,2,negative
soonergrunt.bsky.social,-0.4404,1,negative
soozejedi.bsky.social,-0.296,1,negative
sophiemolly.co.uk,-0.4939,1,negative
sophieresists.bsky.social,-0.4964,1,negative
sophygurl.bsky.social,-0.0516,1,negative
sorensblues.bsky.social,0.0,1,neutral
sorkel3.bsky.social,0.6597,1,positive
sorry-iamcanadian.bsky.social,-0.2648,1,negative
sorrykb.myatproto.social,0.0,1,neutral
sotired.bsky.social,0.0,1,neutral
sotreu.blacksky.app,0.6369,1,positive
souldance.bsky.social,0.0,1,neutral
soulsike.bsky.social,-0.5093,1,negative
soundoftheforest.bsky.social,-0.6652,1,negative
soupcanman.bsky.social,0.4215,1,positive
sourcejedi.bsky.social,0.4926,1,positive
sousleradar.bsky.social,-0.0516,1,negative
southcarolinadop.bsky.social,0.2023,1,positive
southernviolet.blackskycomra.de,0.0516,1,positive
southpasgigi.bsky.social,0.0,1,neutral
southsider1.bsky.social,0.3612,1,positive
southysouthpaw.bsky.social,0.0,1,neutral
soyweiser.bsky.social,0.16305000000000003,2,negative
sozcog.bsky.social,-0.7906,1,negative
soziologin.bsky.social,0.3424,7,positive
sp-fxx.bsky.social,-0.0516,1,negative
spacedaddy.bsky.social,0.6217,2,positive
spaceds8008s.bsky.social,-0.4404,1,negative
spacefordogs.bsky.social,0.3612,1,positive
spacehippieface.bsky.social,-0.9398,1,negative
spaller.bsky.social,-0.6486,1,negative
spandza.bsky.social,0.0,2,neutral
sparky50732252.bsky.social,0.0,1,neutral
sparkyl.bsky.social,-0.8986,1,negative
spartaladysusan.bsky.social,-0.2677,1,negative
spartande.bsky.social,0.0,1,neutral
spasmodicanus.bsky.social,-0.01986666666666666,3,negative
spateroni.bsky.social,0.0,1,neutral
spatula8.bsky.social,-0.5542,1,negative
spck111.bsky.social,-0.3597,1,negative
speaker2animals.bsky.social,0.3825,2,positive
speakfreely55.bsky.social,-0.6908,1,negative
speechanddebate.bsky.social,0.04217499999999999,4,negative
speediegatl.bsky.social,0.0,1,neutral
speedmariachi.bsky.social,0.72265,2,positive
speedster68.bsky.social,0.0516,1,positive
speerheld.bsky.social,-0.416,3,negative
spencerdow.bsky.social,-0.5106,1,negative
spennington.bsky.social,0.0,1,neutral
sperkplerg.bsky.social,0.128,1,positive
spetrath.bsky.social,-0.4442,1,negative
spice1.bsky.social,-0.11179999999999998,2,negative
spicolisdad.bsky.social,0.3612,1,positive
spid.bsky.social,0.3592,2,neutral
spiker715.bsky.social,0.807,1,positive
spiralup.bsky.social,0.19440000000000002,2,positive
spiritomb.bsky.social,0.0516,1,positive
splatterthought.bsky.social,0.0,1,neutral
splendidsun.bsky.social,-0.0883,5,negative
splissken666.bsky.social,-0.6597,1,negative
splitatoms119.bsky.social,-0.2553,2,negative
spongebobscarsales.bsky.social,0.7654,1,positive
spoonbill.bsky.social,0.0,1,neutral
sporb.bsky.social,-0.0008333333333333248,3,positive
sportsandgames.bsky.social,0.0,1,neutral
spotto.bsky.social,0.3612,1,positive
spqesq.bsky.social,0.0,1,neutral
spy-fi.bsky.social,0.23775000000000002,4,positive
spyroslytras.bsky.social,0.4404,1,positive
squeakins85.bsky.social,-0.4767,1,negative
squeakysquirrel.bsky.social,-0.4404,1,negative
squeek-king.bsky.social,0.0,1,neutral
squidink3.bsky.social,-0.18916666666666668,3,negative
squiggels92.bsky.social,-0.7219,1,negative
squigglebingus.bsky.social,0.15175,2,negative
squirrelk.bsky.social,-0.34,1,negative
squirrelygirl.bsky.social,0.3612,1,positive
squorch.com,-0.3612,1,negative
sqwabb.bsky.social,0.7399,1,positive
sracristina.bsky.social,-0.4767,1,negative
srboisvert.bsky.social,-0.22166666666666668,3,positive
srpassesiton.bsky.social,-0.09319999999999999,4,negative
ssej25.bsky.social,-0.7841,1,negative
ssm895.bsky.social,0.4329,1,positive
ssnbubblehead.bsky.social,0.6249,1,positive
staatenlos.bsky.social,-0.2178,3,negative
stacykess.bsky.social,0.5347500000000001,2,positive
stacyostacy.bsky.social,0.0,1,neutral
stacys01.bsky.social,0.4927,1,positive
stahlmatt.bsky.social,0.0,1,neutral
stanic042.bsky.social,0.0,1,neutral
staplefunk.bsky.social,0.0,1,neutral
starfinder.bsky.social,0.15444999999999998,4,positive
starfyre59.bsky.social,-0.0772,1,negative
starlightshelling.bsky.social,0.3804,2,positive
starmansuperpants.bsky.social,-0.21776666666666666,3,negative
starrceline.bsky.social,0.4329,1,positive
starrenee.bsky.social,0.1298,1,positive
starrling.bsky.social,0.5499,1,positive
starryeyedgrl.bsky.social,0.0,1,neutral
starrykat.bsky.social,0.6841,1,positive
starshark.bsky.social,-0.6901,1,negative
starshine.bsky.social,0.3612,1,positive
starshipatlantica.bsky.social,-0.31245,2,negative
startribune.com,0.5106,1,positive
stasisdelirium.bsky.social,0.5178,1,positive
stateofthecity.bsky.social,-0.5563,1,negative
statnews.com,-0.547725,4,negative
statsboyandi.bsky.social,0.6417666666666667,3,positive
steedpeel23.bsky.social,0.0,1,neutral
steelcitydoggo.bsky.social,0.743,1,positive
steeler24girl.bsky.social,-0.4767,1,negative
steelknight42.bsky.social,0.4019,1,positive
stefvaccher.bsky.social,0.8777,1,positive
steinheim2.bsky.social,0.2263,1,positive
stemthebleeding.bsky.social,0.78505,2,positive
stephaniea2025.bsky.social,-0.6486,1,negative
stephaniebmyers.bsky.social,0.0,1,neutral
stephenbelcourt.bsky.social,0.0,1,neutral
stephenblackmoore.com,0.0,1,neutral
stephenkb.bsky.social,0.03325714285714285,7,positive
stephensmith.bsky.social,0.0,1,neutral
stephielynn204.bsky.social,-0.030766666666666647,3,negative
stephseifertphd.bsky.social,-0.17395,10,negative
stephthethird.bsky.social,-0.29135,2,negative
stepmuel.bsky.social,0.5994,1,positive
sterlingca.bsky.social,0.0,1,neutral
steve-default-phil.bsky.social,-0.6249,1,negative
steve-in-manhattan.bsky.social,-0.41355,2,negative
steve-snubs.bsky.social,-0.5859,1,negative
steve5kxc.bsky.social,-0.3384,1,negative
steveack.bsky.social,-0.5101,2,negative
stevecvi.bsky.social,0.1099,1,positive
stevedisk.bsky.social,-0.1779,1,negative
steveinba.bsky.social,-0.07216666666666667,3,negative
steveisdamages.bsky.social,-0.4148,2,negative
stevenkovacs.bsky.social,-0.10110000000000002,2,positive
steverapport.bsky.social,0.0,1,neutral
stevesainsbury.bsky.social,-0.4588,1,negative
stevesexton.bsky.social,-0.7885,1,negative
stevewfolds.bsky.social,-0.009450000000000014,2,negative
steviezevenxoxo.bsky.social,0.0,1,neutral
stewardship.bsky.social,0.0,1,neutral
stewartdompe.bsky.social,0.0,1,neutral
stewartmason.bsky.social,0.6908,1,positive
stewieeee.bsky.social,-0.2023,1,negative
stickers66.bsky.social,0.12155000000000002,2,negative
stickybunny.bsky.social,-0.6369,1,negative
stillwellgray.ca,-0.34,1,negative
stillwhispersgay.bsky.social,0.0,1,neutral
stlcatfishmike.bsky.social,-0.11963333333333331,6,negative
stobeast.bsky.social,-0.7964,2,negative
stoley321.bsky.social,-0.1589,3,neutral
stoneface.bsky.social,0.0,1,neutral
stonefeathers.bsky.social,0.0,1,neutral
stoneperch.bsky.social,-0.7579,1,negative
stonerphillyfan.bsky.social,-0.030999999999999972,2,negative
stopdropendfascism.bsky.social,-0.2063,3,neutral
stopfordianneil.bsky.social,0.5927,1,positive
stopthegop2024.bsky.social,-0.05519999999999997,2,negative
stormageddon.bsky.social,-0.8555,1,negative
stormywinter2026.bsky.social,-0.4939,1,negative
storyheadjill.bsky.social,0.23750000000000002,3,neutral
stpaulsbay.bsky.social,-0.8313333333333333,3,negative
straightarrow67.bsky.social,-0.3182,1,negative
strandschaf.bsky.social,0.0,2,neutral
strangebrickdroog.bsky.social,-0.1793,1,negative
strayarc.bsky.social,-0.23835,2,neutral
strepsirrhini.bsky.social,0.0,1,neutral
stripedtigrrr.bsky.social,-0.4484,2,neutral
strixural.bsky.social,-0.27115,2,negative
strwbryph1eld5.bsky.social,-0.6696,1,negative
stryker456.bsky.social,-0.4724,1,negative
stuartitter.bsky.social,-0.34,1,negative
stuartshapiroblou.bsky.social,-0.4939,1,negative
stuckinuslimbo.bsky.social,-0.2732,1,negative
stueyf.bsky.social,-0.887,1,negative
stumbling-gecko.bsky.social,0.0,1,neutral
stupidlikeafox.bsky.social,-0.5829,1,negative
sturmyweather.bsky.social,0.0,1,neutral
stutheeditor.bsky.social,-0.36755,2,neutral
suannelqr.bsky.social,-0.0772,1,negative
sudgr8.bsky.social,-0.5719,1,negative
sudohero.bsky.social,-0.92,1,negative
sudonaaame.bsky.social,-0.12935,2,neutral
sue-2cats.bsky.social,-0.4215,1,negative
sueclements.bsky.social,0.0,1,neutral
suedavis.bsky.social,0.0,1,neutral
suefitzbrad74.bsky.social,0.0,1,neutral
sueinrockville.bsky.social,-0.9793,1,negative
suemm33.bsky.social,0.0,1,neutral
suep3000.bsky.social,0.0,1,neutral
sueric.bsky.social,0.5859,1,positive
sugarcane99.bsky.social,-0.22365,2,neutral
sugarcubedog.bsky.social,0.0,1,neutral
sugarsgirl.bsky.social,0.0,2,neutral
summerbreeze0102.bsky.social,0.50065,2,positive
summonrats.bsky.social,0.3612,1,positive
sumo-suzy.bsky.social,0.2732,1,positive
sumoh7.bsky.social,0.03922,5,positive
sun2stars.bsky.social,-0.24655999999999997,5,neutral
sundaedivine.lol,0.11650000000000002,2,positive
sunhawk.bsky.social,-0.5859,1,negative
sunlightwarden.bsky.social,-0.4588,1,negative
sunniedayye.bsky.social,-0.39795,2,negative
sunnieskye.bsky.social,-0.2774,5,negative
sunnyblondie.bsky.social,-0.5267,1,negative
sunnyflowercat.bsky.social,0.0,1,neutral
sunnymandapanda.bsky.social,-0.3818,1,negative
sunraa.bsky.social,0.0,1,neutral
sunsetdp.bsky.social,-0.5411,1,negative
sunshine0611.bsky.social,0.1531,1,positive
sunshyne1977.bsky.social,0.0,1,neutral
sunspotted.bsky.social,0.9347,1,positive
suntattoowolf.bsky.social,0.0,1,neutral
supadope.bsky.social,-0.6124,1,negative
superbeast114.bsky.social,0.228,1,positive
superdog10.bsky.social,0.5796,2,positive
superdoppity.bsky.social,0.0,1,neutral
superhands78.bsky.social,0.3612,1,positive
supermarina.bsky.social,0.03514444444444445,9,neutral
supremewitchzara.bsky.social,0.0,1,neutral
surelyyoujokeme.bsky.social,-0.46805,2,negative
surferfromventura.bsky.social,0.2732,1,positive
susanbeeha.bsky.social,0.3568,3,positive
susanbt80.bsky.social,0.0,1,neutral
susannahredelfs.bsky.social,-0.6652,1,negative
susanrwk.bsky.social,0.6369,1,positive
susansmith65.bsky.social,0.1226,1,positive
susenshen.bsky.social,-0.4723,1,negative
susieblacksheep.bsky.social,0.0,1,neutral
susieqoualum.bsky.social,0.0,1,neutral
suslibrarian.bsky.social,-0.1779,1,negative
sutherla.bsky.social,0.2083,3,neutral
suzanne137.bsky.social,0.0,1,neutral
suzannedspain.bsky.social,0.0,3,neutral
suzbrockmann.bsky.social,-0.6908,1,negative
suze309.bsky.social,-0.09900000000000002,3,negative
suzihoops.bsky.social,-0.6597,1,negative
suzybrigham.bsky.social,0.0,1,neutral
suzypatty.bsky.social,-0.5432,1,negative
suzypco.bsky.social,-0.7506,1,negative
suzyqueboy.bsky.social,-0.0259,1,neutral
swalexander.bsky.social,0.0,1,neutral
swampwubba.bsky.social,0.0,1,neutral
sweaters40.bsky.social,-0.5128,1,negative
sweetbabette.bsky.social,0.0,1,neutral
sweetiesue1111.bsky.social,-0.0772,1,negative
swgeneralmills.bsky.social,-0.2732,1,negative
swordladym.bsky.social,0.0,1,neutral
sws1972.bsky.social,0.0,1,neutral
swxswphotagraphy.bsky.social,0.0,1,neutral
syimontemplar.bsky.social,-0.34,1,negative
syltud.bsky.social,-0.34,1,negative
sylviaj816.bsky.social,0.0,1,neutral
syntherella.bsky.social,0.0,1,neutral
syorkshire.bsky.social,0.7901,1,positive
t-fish.bsky.social,-0.505,2,negative
tacothecat.bsky.social,0.296,1,positive
tacticalbra.bsky.social,-0.20933333333333337,3,negative
taenia.bsky.social,0.2544,3,neutral
tafphy.bsky.social,-0.18724,5,negative
tagjim.bsky.social,-0.2732,1,negative
tah-sci.com,-0.659,1,negative
takaminebill.bsky.social,0.0,1,neutral
talaikis.bsky.social,-0.5574,1,negative
talentedripley.bsky.social,-0.3167,1,negative
tallgirll.bsky.social,0.0,1,neutral
talltbh.bsky.social,-0.17285999999999999,5,negative
talrazmob.bsky.social,0.4215,1,positive
tamarahebronwilson.bsky.social,-0.5562,1,negative
tamarasclan.bsky.social,-0.4865,1,negative
tamhodge.bsky.social,-0.296,1,negative
tamirlenk.bsky.social,0.0,1,neutral
tampatom69.bsky.social,-0.5927,1,negative
tamue.bsky.social,-0.9796,1,negative
tandigi.bsky.social,0.2942,1,positive
tangerinetwittroll.bsky.social,0.4435,1,positive
tangy.bsky.social,0.0,1,neutral
taniadoney.bsky.social,0.28475,8,positive
taniaspencer.bsky.social,0.063575,4,neutral
tannytanny.bsky.social,-0.3182,1,negative
tansuit.bsky.social,0.0,1,neutral
tanyalewis.bsky.social,0.0,1,neutral
tapirtrouble.bsky.social,0.0,1,neutral
tapplegate.bsky.social,-0.06543333333333333,3,positive
taradanger.bsky.social,-0.125,2,negative
tarafirma.bsky.social,-0.5574,1,negative
taraj26.bsky.social,0.08365,2,negative
taray.bsky.social,0.19934999999999997,2,positive
tarektoverso.bsky.social,0.0,1,neutral
tartanmog.bsky.social,0.022999999999999993,2,positive
tastewart.bsky.social,0.5229,1,positive
taurusdenzel.bsky.social,-0.36319999999999997,3,negative
taxmanager01.bsky.social,0.0,1,neutral
taxoxygen.bsky.social,0.5574,1,positive
tazornissen.bsky.social,0.0,1,neutral
tazz2023.bsky.social,0.0,2,neutral
tbas7000.bsky.social,0.4019,1,positive
tbern.bsky.social,0.0,1,neutral
tbiguy.bsky.social,0.2682,1,positive
tbone.malware-virus.biz,0.4023,1,positive
tccoyote.bsky.social,0.0,1,neutral
tchogray.bsky.social,-0.8336,1,negative
tchryank.bsky.social,-0.08895,2,neutral
tcsouthbank.bsky.social,0.0,1,neutral
tea2opals.bsky.social,0.03334999999999999,2,negative
teamevozilla.bsky.social,0.5574,1,positive
teasemporiumandco.bsky.social,0.5273,1,positive
teawhalem.bsky.social,0.0,1,neutral
techbroligarch.bsky.social,0.2732,1,positive
techcafe.bsky.social,-0.14403333333333332,3,positive
techgnome.bsky.social,-0.4215,1,negative
technocorgi.bsky.social,0.6249,1,positive
technogaijin.bsky.social,-0.2471833333333333,6,negative
technoplastique.bsky.social,0.5719,1,positive
techpriest4.bsky.social,0.0,1,neutral
teddyz56.bsky.social,0.0,1,neutral
tedigryphon.bsky.social,0.4019,1,positive
tee0923.bsky.social,0.0,1,neutral
tegelt.bsky.social,-0.0772,1,negative
