videoId,title,description,channelTitle,channelId,publishedAt,searchQuery,url,viewCount,likeCount,commentCount,commentsFetched,year,year_month,channel_type
a7_EdnzJHUE,Official who leads public outreach on Hantavirus had little experience and is a penile specialist.,Subscribe for more!,Aaron Parnas,UCyxcZgX1wNU-nk1yB9CvzSw,2026-05-15 15:11:50+00:00,hantavirus public health,https://www.youtube.com/watch?v=a7_EdnzJHUE,103897,10592,554,342,2026,2026-05,political_commentary
M_CVyyPAseE,POV: Nurses hearing &quot;Hantavirus&quot; on the news 🐭💀 #shorts  #pandemic,"Did someone say ""Pandemic 2.0""? Nursing PTSD is officially entering the chat! Between the Hantavirus headlines and the ...",NurseZee,UCpTJRtcZvAa07ue6RAbgZKw,2026-05-17 23:30:04+00:00,hantavirus public health,https://www.youtube.com/watch?v=M_CVyyPAseE,18444,439,27,21,2026,2026-05,news_media
91wq7zLx4bQ,COVID-19 vs Hantavirus: the key difference,A Hantavirus outbreak aboard the MV Hondius cruise ship has put a rare and deadly virus back in the spotlight. At least three ...,Roundtable,UCxE0UJ9cfjUD_FLJkxKaH5w,2026-05-14 16:30:25+00:00,hantavirus public health,https://www.youtube.com/watch?v=91wq7zLx4bQ,40853,319,44,21,2026,2026-05,general_trending
qexFYI64GYw,എന്താണ് ഹാന്‍റാ വൈറസ്? | Hanta virus,Hantavirus #HealthAlert #VirusAwareness #PublicHealth #DiseasePrevention #HealthNews #amritanews #amritatv Amrita News ...,Amrita News,UC3OuQHDTc6TcA0O_Hq83BMg,2026-05-17 05:38:48+00:00,hantavirus public health,https://www.youtube.com/watch?v=qexFYI64GYw,10896,48,0,0,2026,2026-05,news_media
ljgy8rOojJc,How Hantavirus Exposed The Trump Administration,Hantavirus is exposing what happens when a government dismantles its public health infrastructure. Zeteo spoke to two medical ...,Zeteo,UCVG72F2Q5yCmLQfctNK6M2A,2026-05-15 17:42:29+00:00,hantavirus public health,https://www.youtube.com/watch?v=ljgy8rOojJc,27333,2589,139,93,2026,2026-05,political_commentary
Eqe7f9tPtas,Hantavirus and misinformation,"Not every public health emergency is a pandemic. As hantavirus news spreads, try to separate the science from the ...",Vox,UCLXo7UDZvByw2ixzpQCufnA,2026-05-12 17:26:50+00:00,hantavirus public health,https://www.youtube.com/watch?v=Eqe7f9tPtas,104063,1515,114,52,2026,2026-05,news_media
Ip3zL1qnu1o,"Hantavirus confirmed for suspected individual | CTV National News for Sunday, May 17, 2026",Yesterday's 'presumptive positive' hantavirus case has now been confirmed; Conservative MP Michael Chong visiting Taiwan ...,CTV News,UCi7Zk9baY1tvdlgxIML8MXg,2026-05-18 04:34:39+00:00,hantavirus 2026,https://www.youtube.com/watch?v=Ip3zL1qnu1o,32431,166,47,11,2026,2026-05,news_media
jbu8Jj23IfE,From Ebola to Hantavirus — 5 Viruses Are Spreading Worldwide ⚠️#hantavirus #unitedstates #fpy #2026,,Geo Kingdom,UC-Yzq_Op59JXY4JF6RRPbGA,2026-05-17 12:41:33+00:00,hantavirus 2026,https://www.youtube.com/watch?v=jbu8Jj23IfE,21242,0,42,30,2026,2026-05,general_trending
5spLqJ01P4U,Canadian in isolation tests presumptively positive for hantavirus after leaving cruise ship,One of the four Canadians isolating in B.C. after disembarking the hantavirus-stricken cruise ship has tested presumptively ...,CBC News,UCuFFtHWoLl5fauMMD5Ww2jA,2026-05-16 19:59:02+00:00,hantavirus 2026,https://www.youtube.com/watch?v=5spLqJ01P4U,21055,202,0,0,2026,2026-05,news_media
7gasefSClQ8,POV:Cruise ship that hit hantavirus #2026 #memes #hantavirus #funny #pov #shorts,,Pick Country ,UC_0wHoSlmrkb9iy1cj73b6Q,2026-05-18 10:12:27+00:00,hantavirus 2026,https://www.youtube.com/watch?v=7gasefSClQ8,1318,24,0,0,2026,2026-05,general_trending
yvfyq3FB2BI,What is Hantavirus?,"What is hantavirus? What happens if you get hantavirus? Is this COVID 2.0? Recently, a cluster of hantavirus infections occurred ...",Maddie Massy,UCS5ZrdD5V0GXxCDiFCVUABg,2026-05-12 07:45:04+00:00,hantavirus 2026,https://www.youtube.com/watch?v=yvfyq3FB2BI,240453,3475,385,206,2026,2026-05,general_trending
oEA5fUXgGa8,Here’s why hantavirus isn&#39;t the new Covid,"As fears grow around a hantavirus outbreak linked to a cruise ship, many are wondering whether this could become a global ...",Channel 4 News,UCTrQ7HXWRRxr7OsOtodr2_w,2026-05-12 11:25:06+00:00,hantavirus 2026,https://www.youtube.com/watch?v=oEA5fUXgGa8,51249,800,108,71,2026,2026-05,news_media
t2ATqbdKv_s,WHAT IS HANTAVIRUS?😳,"A terrifying virus called Hantavirus is spreading fear again in 2026… This video explains the symptoms, risks, and prevention ...",Voice Of Megh,UCa6cvjZClPqCXbga6pURoJw,2026-05-18 11:30:41+00:00,hantavirus 2026,https://www.youtube.com/watch?v=t2ATqbdKv_s,27770,1812,45,30,2026,2026-05,general_trending
8q87_5cpPc4,Number of Americans being monitored for hantavirus grows,U.S. officials say the number of Americans being monitored after a deadly hantavirus outbreak on a cruise ship has risen.,CBS News,UC8p1vwvWtl6T73JiExfWs1g,2026-05-15 18:02:44+00:00,hantavirus 2026,https://www.youtube.com/watch?v=8q87_5cpPc4,28774,264,115,63,2026,2026-05,news_media
DH6hP5XAqBM,Hantavirus : une épidémie circonscrite ?,La menace hantavirus est-elle en train de s'éloigner ? Tous les cas contacts français ont été testés négatifs et ne présentent pas ...,M6 Info,UC3Sk_YpjPd_Lz_oPQfhPQXQ,2026-05-16 13:04:53+00:00,hantavirus 2026,https://www.youtube.com/watch?v=DH6hP5XAqBM,4686,44,30,28,2026,2026-05,news_media
hjAdfGIEfjg,"La crise de l&#39;hantavirus, une gigantesque mise en scène de l&#39;Espagne ? Intox ! • FRANCE 24",La crise de l'hantavirus a-t-elle été mise en scène par l'Espagne ? C'est ce qu'affirment des internautes qui s'appuient sur ...,FRANCE 24,UCCCPCZNChQdGa9EkATeye4g,2026-05-15 20:41:05+00:00,hantavirus 2026,https://www.youtube.com/watch?v=hjAdfGIEfjg,83617,591,636,382,2026,2026-05,news_media
